Name,Purpose,Country,International Code,Ownership,Flavor Tags,Aroma Profile,Alpha Acid Low,Alpha Acid High,Alpha Acid Avg,Beta Acid Low,Beta Acid High,Beta Acid Avg,Alpha-Beta Ratio Low,Alpha-Beta Ratio High,Alpha-Beta Ratio Avg,Co-Humulone Low,Co-Humulone High,Co-Humulone Avg,Total Oils Low,Total Oils High,Total Oils Avg,Myrcene,Humulene Low,Humulene High,Humulene Avg,Caryophyllene Low,Caryophyllene High,Caryophyllene Avg,Farnesene,All Others Low,All Others High,Cultivar/Brand ID,Myrcene Low,Myrcene High,Myrcene Avg,Farnesene Low,Farnesene High,Farnesene Avg,Hop Storage Index Low,Hop Storage Index High,Co-Humulone,Total Oils,Beta Acid,Caryophyllene,Hop Storage Index Avg,Humulene
Equinox Hop,Aroma,United States of America (USA),,,,,14.5,15.5,15.0,4.5,5.5,5.0,3.0,3.0,3.0,32.0,38.0,35.0,2.5,4.5,3.5,,,,,,,,,,,,,,,,,,,,,,,,,
Eroica Hop,Bittering,United States of America (USA),ERO,,,,7.3,14.9,11.1,3.0,5.3,4.2,1.0,5.0,3.0,40.0,40.0,,0.8,1.3,1.1,,0.0,1.0,0.5,7.0,13.0,10.0,,20.0,38.0,,55.0,65.0,60.0,0.0,1.0,0.5,,,,,,,,
Eureka Hop,Dual,United States of America (USA),EUE,™ Hopsteiner,"['herbal', 'dark_fruit', 'mint', 'citrus', 'peach', 'pine', 'stone_fruit', 'black_currant', 'mandarin', 'dank']","{'Citrus': 1.0, 'Tropical Fruit': 2.0, 'Stone Fruit': 2.0, 'Berry': 2.0, 'Floral': 0.0, 'Grassy': 0.0, 'Herbal': 4.0, 'Spice': 3.0, 'Resin / Pine': 3.0}",17.0,20.0,18.5,4.5,6.0,5.3,3.0,4.0,4.0,27.0,30.0,28.5,2.5,4.4,3.5,,29.0,30.0,29.5,0.0,1.0,0.5,,24.0,29.0,05256,42.0,44.0,43.0,0.0,1.0,0.5,,,,,,,,
Evergreen Blend Hop,Aroma,United States of America (USA),,™ BSG,"['peach', 'apricot', 'lemon', 'green_tea', 'watermelon', 'tangerine']","{'Citrus': 3.0, 'Tropical Fruit': 1.0, 'Stone Fruit': 4.0, 'Berry': 1.0, 'Floral': 2.0, 'Grassy': 1.0, 'Herbal': 2.0, 'Spice': 0.0, 'Resin / Pine': 1.0}",7.0,7.5,7.3,4.3,4.5,4.4,2.0,2.0,2.0,,,,1.2,1.2,,,20.0,22.0,21.0,10.0,12.0,11.0,,31.0,39.0,,30.0,32.0,31.0,1.0,3.0,2.0,,,Unknown,,,,,
Falconer's Flight Hop,Aroma,United States of America (USA),,"® Hopunion, LLC.","['tropical_fruit', 'floral', 'grapefruit', 'lemon', 'pine']",,9.5,12.0,10.8,4.0,5.0,4.5,2.0,3.0,2.0,20.0,29.0,24.5,1.4,3.0,2.2,,11.0,17.0,14.0,5.0,9.0,7.0,,10.0,40.0,,43.0,62.0,52.5,1.0,2.0,1.5,28.0,0.281,,,,,,
Falconer's Flight 7CS Hop,Dual,United States of America (USA),,"® Hopunion, LLC.","['fruity', 'citrus', 'spicy', 'earthy']",,9.0,10.5,9.8,4.7,5.1,4.9,2.0,2.0,2.0,48.0,48.0,,1.3,2.0,1.7,,13.0,18.0,15.5,7.0,10.0,8.5,,16.0,40.0,,40.0,55.0,47.5,0.0,1.0,0.5,,,,,,,,
Fantasia Blend Hop,Dual,United States of America (USA),,™ BarthHaas,"['fruity', 'caramel', 'cream', 'noble', 'stone_fruit']",,4.3,6.5,5.4,,,,,,,,,,0.9,1.25,1.1,,,,,,,,,,,,,,,,,,,,Unknown,,Unknown,,,
Galena Hop,Aroma,United States of America (USA),GAL,,"['fruity', 'pear', 'pineapple', 'black_currant', 'grapefruit', 'lime', 'gooseberry', 'spicy', 'woody']","{'Citrus': 2.0, 'Tropical Fruit': 0.0, 'Stone Fruit': 0.0, 'Berry': 0.0, 'Floral': 0.0, 'Grassy': 0.0, 'Herbal': 1.0, 'Spice': 2.0, 'Resin / Pine': 3.0}",12.0,15.5,13.8,7.2,8.7,8.0,1.0,2.0,2.0,36.0,40.0,38.0,0.9,2.1,1.5,,11.0,17.0,14.0,5.0,9.0,7.0,,23.0,44.0,,40.0,50.0,45.0,0.0,1.0,0.5,23.0,0.232,,,,,,
Gemini Hop,Dual,United States of America (USA),,™ Great Lake Hops,"['honeydew', 'strawberry', 'eucalyptus', 'rosemary', 'fruit_punch', 'candy', 'mandarin', 'hay', 'black_tea']",,6.0,10.4,8.2,3.0,4.28,3.6,1.0,3.0,2.0,31.0,32.0,31.5,1.12,1.1,,,11.0,12.0,11.5,4.0,5.0,4.5,,49.0,53.0,GLH-8582,32.0,33.0,32.5,0.0,1.0,0.5,,,,,,,,
Glacier Hop,Dual,United States of America (USA),GLC,,"['plum', 'blackberry', 'woody', 'cedar']","{'Citrus': 2.0, 'Tropical Fruit': 2.0, 'Stone Fruit': 2.0, 'Berry': 2.0, 'Floral': 1.0, 'Grassy': 0.0, 'Herbal': 3.0, 'Spice': 0.0, 'Resin / Pine': 1.0}",3.3,9.7,6.5,5.4,10.0,7.7,0.0,2.0,1.0,11.0,16.0,13.5,0.5,1.5,1.0,,25.0,35.0,30.0,8.0,13.0,10.5,,6.0,32.0,,35.0,45.0,40.0,0.0,1.0,0.5,24.0,0.242,,,,,,
Golding Hop,Aroma,United States of America (USA),GOL,,"['floral', 'delicate', 'sweet']","{'Citrus': 2.0, 'Tropical Fruit': 1.0, 'Stone Fruit': 1.0, 'Berry': 1.0, 'Floral': 1.0, 'Grassy': 1.0, 'Herbal': 2.0, 'Spice': 3.0, 'Resin / Pine': 2.0}",4.0,6.0,5.0,2.0,3.0,2.5,1.0,3.0,2.0,20.0,20.0,,0.4,1.0,0.7,,35.0,45.0,40.0,13.0,16.0,14.5,,3.0,27.0,,25.0,35.0,30.0,0.0,1.0,0.5,,,,,,,,
Grungeist Hop,Aroma,United States of America (USA),,,"['kiwi', 'peach', 'passion_fruit', 'lemon', 'floral', 'lavender', 'zest']",,2.9,2.9,,9.0,9.0,,,,,19.2,19.2,,1.2,1.2,,,,,,,,,,,,,,,,,,,,,,,,,,
Hallertau (US) Hop,Aroma,United States of America (USA),HAL,,"['slightly_spicy', 'floral', 'herbal']",,3.5,6.5,5.0,2.5,6.5,4.5,1.0,3.0,2.0,18.0,26.0,22.0,0.6,1.5,1.1,,30.0,38.0,34.0,10.0,12.0,11.0,,5.0,25.0,,35.0,44.0,39.5,0.0,1.0,0.5,,,,,,,,
Hartwick Hop,Aroma,United States of America (USA),,™ Great Lake Hops,"['pine', 'pineapple']",,12.28,12.3,,5.77,5.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Unknown,Unknown,,,,
HBC 472 Hop,Aroma,United States of America (USA),,,"['woody', 'earthy', 'floral', 'coconut', 'fruity', 'citrus', 'grapefruit', 'whiskey']","{'Citrus': 2.0, 'Tropical Fruit': 3.0, 'Stone Fruit': 3.0, 'Berry': 2.0, 'Floral': 3.0, 'Grassy': 2.0, 'Herbal': 2.0, 'Spice': 1.0, 'Resin / Pine': 3.0}",7.0,12.0,9.5,7.0,9.0,8.0,1.0,2.0,1.0,40.0,45.0,42.5,1.3,3.0,2.2,,0.5,2.0,1.3,26.0,32.0,29.0,,15.0,35.5,,35.0,45.0,40.0,3.0,6.0,4.5,,,,,,,,
HBC 586 Hop,Dual,United States of America (USA),HBC 586,HBC,"['mango', 'lychee', 'citrus', 'herbal', 'guava', 'spicy']","{'Citrus': 4.0, 'Tropical Fruit': 5.0, 'Stone Fruit': 2.0, 'Berry': 3.0, 'Floral': 2.0, 'Grassy': 1.0, 'Herbal': 2.0, 'Spice': 1.0, 'Resin / Pine': 0.0}",18.0,22.0,20.0,11.0,14.0,12.5,1.0,2.0,2.0,35.0,40.0,37.5,2.5,4.5,3.5,,8.0,12.0,10.0,8.0,10.0,9.0,,12.0,29.0,,55.0,65.0,60.0,0.0,1.0,0.5,,,,,,,,
HBC 630 Hop,Dual,United States of America (USA),,Hop Breeding Company,"['cherry', 'floral', 'herbal', 'citrus', 'raspberry', 'tropical_fruit', 'candy', 'fruity']",,12.0,15.0,13.5,5.0,7.0,6.0,2.0,3.0,2.0,20.0,26.0,23.0,1.5,3.0,2.3,,15.0,20.0,17.5,11.0,15.0,13.0,,14.0,34.0,,40.0,50.0,45.0,0.0,1.0,0.5,,,,,,,,
HBC 692 Hop,Aroma,United States of America (USA),,,"['grapefruit', 'floral', 'stone_fruit', 'potpourri', 'woody', 'cream', 'pine']","{'Citrus': 3.0, 'Tropical Fruit': 3.0, 'Stone Fruit': 1.0, 'Berry': 2.0, 'Floral': 4.0, 'Grassy': 2.0, 'Herbal': 3.0, 'Spice': 1.0, 'Resin / Pine': 3.0}",8.9,9.5,9.2,8.3,10.2,9.3,1.0,1.0,1.0,,,,1.0,2.2,1.6,,,,,,,,,,,,,,,,,,21.0,0.198,Unknown,,,,0.229,
Helios Hop,Dual,United States of America (USA),HLO,™ Hopsteiner,,,16.8,21.0,18.9,3.5,4.5,4.0,4.0,6.0,5.0,26.0,29.0,27.5,1.5,2.0,1.8,,19.0,24.0,21.5,7.0,10.0,8.5,,0.0,30.0,HS15619,40.0,70.0,55.0,4.0,6.0,5.0,,,,,,,,
Horizon Hop,Dual,United States of America (USA),HOR,,"['floral', 'citrus', 'spicy', 'floral']","{'Citrus': 2.0, 'Tropical Fruit': 1.0, 'Stone Fruit': 1.0, 'Berry': 1.0, 'Floral': 3.0, 'Grassy': 0.0, 'Herbal': 1.0, 'Spice': 2.0, 'Resin / Pine': 1.0}",8.8,12.0,10.4,5.5,7.5,6.5,1.0,2.0,2.0,16.0,19.0,17.5,0.5,1.5,1.0,,10.0,20.0,15.0,8.0,14.0,11.0,,6.0,34.0,7006-398,45.0,55.0,50.0,3.0,5.0,4.0,,,,,,,,
Hydra Hop,Dual,United States of America (USA),,™ Great Lake Hops,"['citrus', 'tangerine', 'mandarin', 'zest', 'resin', 'lime', 'berry', 'peach', 'watermelon', 'rose', 'apricot', 'tropical_fruit']",,10.5,13.7,12.1,6.4,7.9,7.2,1.0,2.0,2.0,27.0,28.0,27.5,1.9,1.9,,,11.0,12.0,11.5,8.0,9.0,8.5,,23.0,27.0,GLH-74582,54.0,55.0,54.5,0.0,1.0,0.5,,,,,,,,
Idaho 7 Hop,Aroma,United States of America (USA),ID7,™ Jackson Hop Farm,"['black_currant', 'tropical_fruit', 'citrus', 'apricot', 'orange', 'grapefruit', 'papaya', 'resin', 'pine', 'floral', 'black_tea', 'earthy']","{'Citrus': 3.0, 'Tropical Fruit': 4.0, 'Stone Fruit': 4.0, 'Berry': 0.0, 'Floral': 1.0, 'Grassy': 0.0, 'Herbal': 2.0, 'Spice': 1.0, 'Resin / Pine': 2.0}",9.5,14.9,12.2,3.5,5.0,4.3,2.0,4.0,3.0,30.0,40.0,35.0,1.0,2.0,1.5,,10.0,20.0,15.0,6.0,10.0,8.0,,14.0,39.0,,45.0,55.0,50.0,0.0,1.0,0.5,,,,,,,,
Idaho Gem Hop,Dual,United States of America (USA),IDG,™ Gooding Farms,"['pineapple', 'cherry', 'candied_fruit', 'herbal', 'spicy', 'mint', 'citrus', 'stone_fruit', 'redberry', 'mojito', 'sweet']","{'Citrus': 2.0, 'Tropical Fruit': 0.0, 'Stone Fruit': 0.0, 'Berry': 4.0, 'Floral': 1.0, 'Grassy': 0.0, 'Herbal': 0.0, 'Spice': 1.0, 'Resin / Pine': 1.0}",11.0,14.0,12.5,5.0,7.0,6.0,2.0,3.0,2.0,40.0,45.0,42.5,1.3,2.3,1.8,,,,,,,,,,,,,,,,,,28.0,0.276,,,,,,
Independence Hop,Aroma,United States of America (USA),,Yakima Chief Hops,"['floral', 'citrus', 'stone_fruit', 'herbal', 'tobacco', 'earthy', 'pine', 'grassy']",,4.7,4.7,,1.5,1.5,,,,,20.0,21.0,20.5,0.4,0.4,,,,,,,,,,,,,,,,,,,,,,,,,,
Jarrylo Hop,Dual,United States of America (USA),JAR,® American Dwarf Hop Association,"['lemon', 'lime', 'orange', 'pear', 'spicy', 'banana', 'white_wine']","{'Citrus': 1.0, 'Tropical Fruit': 2.0, 'Stone Fruit': 1.0, 'Berry': 0.0, 'Floral': 0.0, 'Grassy': 0.0, 'Herbal': 2.0, 'Spice': 1.0, 'Resin / Pine': 0.0}",15.0,17.0,16.0,6.0,7.5,6.8,2.0,3.0,2.0,34.0,37.0,35.5,3.6,4.3,4.0,,15.0,18.0,16.5,8.0,11.0,9.5,,15.0,37.0,ADHA-881,40.0,55.0,47.5,0.0,1.0,0.5,,,,,,,,
Lambic Hop,Aroma,United States of America (USA),,,"['grassy', 'spicy', 'woody']",,1.0,2.0,1.5,2.8,5.0,3.9,0.0,1.0,0.0,29.0,35.0,32.0,0.8,1.2,1.0,,,,,,,,,,,,,,,,,,,,,,,,,
Lawton Hop,Bittering,United States of America (USA),,™ Great Lake Hops,"['pungent', 'woody', 'earthy', 'dank']",,3.5,4.0,3.8,3.0,3.2,3.1,1.0,1.0,1.0,,,,0.25,0.3,,,,,,,,,,,,,,,,,,,,,Unknown,,,,,
Lemondrop Hop,Aroma,United States of America (USA),LDP,™ Hopsteiner,"['citrus', 'lemon', 'floral', 'mint', 'green_tea', 'melon']","{'Citrus': 3.0, 'Tropical Fruit': 2.0, 'Stone Fruit': 2.0, 'Berry': 2.0, 'Floral': 1.0, 'Grassy': 0.0, 'Herbal': 3.0, 'Spice': 1.0, 'Resin / Pine': 1.0}",5.0,7.0,6.0,4.0,6.0,5.0,1.0,2.0,1.0,28.0,34.0,31.0,0.8,2.0,1.4,,56.0,58.0,57.0,9.0,10.0,9.5,,0.0,16.0,01210,45.0,47.0,46.0,6.0,7.0,6.5,,,,,,,,
Liberty Hop,Bittering,United States of America (USA),LIB,,"['noble', 'floral', 'herbal', 'spicy', 'delicate', 'citrus', 'lemon']","{'Citrus': 1.0, 'Tropical Fruit': 0.0, 'Stone Fruit': 0.0, 'Berry': 0.0, 'Floral': 2.0, 'Grassy': 0.0, 'Herbal': 3.0, 'Spice': 2.0, 'Resin / Pine': 2.0}",3.0,6.5,4.8,3.0,4.0,3.5,1.0,2.0,1.0,22.0,30.0,26.0,0.6,1.8,1.2,,35.0,45.0,40.0,10.0,15.0,12.5,,14.0,40.0,8303-117,15.0,25.0,20.0,0.0,1.0,0.5,,,,,,,,
Loral Hop,Aroma,United States of America (USA),LOR,® Hop Breeding Company,"['floral', 'black_pepper', 'citrus', 'dark_fruit', 'fruity']","{'Citrus': 2.0, 'Tropical Fruit': 0.0, 'Stone Fruit': 0.0, 'Berry': 0.0, 'Floral': 4.0, 'Grassy': 3.0, 'Herbal': 2.0, 'Spice': 2.0, 'Resin / Pine': 0.0}",10.0,17.0,13.5,1.5,6.5,4.0,2.0,11.0,6.0,20.0,24.0,22.0,1.5,3.4,2.5,,17.0,18.0,17.5,5.0,6.0,5.5,,17.0,26.0,HBC 291,52.0,58.0,55.0,0.0,1.0,0.5,,,,,,,,
Lotus Hop,Aroma,United States of America (USA),LOT,™ Hopsteiner,"['orange', 'vanilla', 'berry', 'tropical_fruit', 'cream']","{'Citrus': 2.0, 'Tropical Fruit': 4.0, 'Stone Fruit': 3.0, 'Berry': 4.0, 'Floral': 1.0, 'Grassy': 0.0, 'Herbal': 2.0, 'Spice': 2.0, 'Resin / Pine': 1.0}",13.0,17.0,15.0,5.0,6.0,5.5,2.0,3.0,3.0,33.0,39.0,36.0,1.5,2.5,2.0,,35.0,40.0,37.5,,,,,24.0,40.0,06297,25.0,35.0,30.0,0.0,1.0,0.5,,,,,,Unknown,,
Mackinac Hop,Aroma,United States of America (USA),,™ Great Lake Hops,"['tropical_fruit', 'citrus', 'melon', 'papaya', 'spicy', 'floral', 'black_pepper']",,9.0,14.0,11.5,2.8,4.0,3.4,2.0,5.0,4.0,28.0,35.0,31.5,1.5,2.2,1.9,,11.0,12.0,11.5,4.0,5.0,4.5,,64.0,69.0,,15.0,17.0,16.0,1.0,2.0,1.5,,,,,,,,
Magnum (US) Hop,Bittering,United States of America (USA),HMG,,"['floral', 'citrus', 'spicy', 'nutmeg', 'black_pepper']","{'Citrus': 2.0, 'Tropical Fruit': 3.0, 'Stone Fruit': 0.0, 'Berry': 0.0, 'Floral': 1.0, 'Grassy': 0.0, 'Herbal': 2.0, 'Spice': 4.0, 'Resin / Pine': 1.0}",10.0,16.0,13.0,4.5,7.0,5.8,1.0,4.0,2.0,21.0,30.0,25.5,1.6,3.0,2.3,,30.0,45.0,37.5,8.0,12.0,10.0,,0.0,32.0,,30.0,45.0,37.5,0.0,1.0,0.5,18.0,0.15,,,,,0.2,
McKenzie Hop,Aroma,United States of America (USA),MKZ,West Coast Hop Breeding (WCHB),"['grapefruit', 'lemon', 'nectarine', 'melon', 'pine_resin', 'thyme', 'stone_fruit', 'dank', 'floral']",,9.0,11.0,10.0,8.0,9.0,8.5,1.0,1.0,1.0,,,,2.0,3.0,2.5,,,,,,,,,,,C-148,,,,,,,,,Unknown,,,,,
Medusa Hop,Aroma,United States of America (USA),MED,™ CLS Farms,"['guava', 'melon', 'citrus', 'apricot', 'lemon', 'lime', 'alfalfa', 'peach']","{'Citrus': 4.0, 'Tropical Fruit': 3.0, 'Stone Fruit': 3.0, 'Berry': 1.0, 'Floral': 0.0, 'Grassy': 1.0, 'Herbal': 0.0, 'Spice': 0.0, 'Resin / Pine': 0.0}",3.0,5.0,4.0,5.0,6.5,5.8,0.0,1.0,1.0,35.0,49.0,42.0,0.4,0.7,0.6,,9.0,10.0,9.5,13.0,14.0,13.5,,19.0,23.0,,54.0,55.0,54.5,1.0,2.0,1.5,,,,,,,,
Meridian Hop,Aroma,United States of America (USA),MER,™ Indie Hops,"['citrus', 'lemon', 'berry', 'tropical_fruit', 'mint', 'spearmint']",,5.0,7.0,6.0,6.0,9.0,7.5,1.0,1.0,1.0,45.0,50.0,47.5,1.0,1.6,1.3,,7.0,9.0,8.0,3.0,4.0,3.5,,55.0,61.0,w12244,29.0,31.0,30.0,0.0,1.0,0.5,,,,,,,,
Michigan Copper Hop,Aroma,United States of America (USA),,™ Great Lake Hops,"['hibiscus', 'floral', 'tropical_fruit', 'black_cherry', 'candy', 'resin', 'fruity']",,8.8,11.0,9.9,2.0,3.5,2.8,3.0,6.0,4.0,32.0,36.0,34.0,1.15,2.7,1.9,,17.0,18.0,17.5,7.0,8.0,7.5,,29.0,34.0,,42.0,44.0,43.0,0.0,1.0,0.5,,,,,,,,
Millennium Hop,Bittering,United States of America (USA),MLM,,"['pear', 'toffee', 'floral', 'resin', 'herbal']","{'Citrus': 2.0, 'Tropical Fruit': 1.0, 'Stone Fruit': 2.0, 'Berry': 3.0, 'Floral': 1.0, 'Grassy': 0.0, 'Herbal': 1.0, 'Spice': 2.0, 'Resin / Pine': 3.0}",14.5,18.5,16.5,4.3,6.5,5.4,2.0,4.0,3.0,28.0,35.0,31.5,1.5,3.0,2.3,,15.0,25.0,20.0,8.0,10.0,9.0,,9.0,42.0,,35.0,55.0,45.0,0.0,1.0,0.5,24.0,0.24,,,,,,
Mosaic Hop,Dual,United States of America (USA),MOS,® Hop Breeding Company,"['blueberry', 'tropical_fruit', 'citrus', 'grassy', 'pine', 'spicy', 'tangerine', 'papaya', 'rose', 'earthy', 'blossom', 'bubblegum', 'grapefruit']","{'Citrus': 3.0, 'Tropical Fruit': 3.0, 'Stone Fruit': 1.0, 'Berry': 0.0, 'Floral': 2.0, 'Grassy': 0.0, 'Herbal': 0.0, 'Spice': 0.0, 'Resin / Pine': 4.0}",11.5,13.5,12.5,3.2,3.9,3.6,3.0,4.0,4.0,24.0,26.0,25.0,1.0,1.5,1.3,,10.0,16.0,13.0,3.0,8.0,5.5,,20.0,40.0,HBC 369,47.0,55.0,51.0,0.0,1.0,0.5,26.0,0.25,,,,,0.277,
Mount Hood Hop,Aroma,United States of America (USA),MTH,,"['noble', 'herbal', 'pungent', 'spicy']","{'Citrus': 0.0, 'Tropical Fruit': 0.0, 'Stone Fruit': 0.0, 'Berry': 0.0, 'Floral': 3.0, 'Grassy': 1.0, 'Herbal': 4.0, 'Spice': 3.0, 'Resin / Pine': 1.0}",3.9,8.0,6.0,5.0,8.0,6.5,0.0,2.0,1.0,21.0,23.0,22.0,1.2,1.7,1.5,,12.0,38.0,25.0,7.0,16.0,11.5,,5.0,51.0,,30.0,40.0,35.0,0.0,1.0,0.5,36.0,0.227,,,,,0.5,
Mount Rainier Hop,Dual,United States of America (USA),MTR,,"['noble', 'licorice', 'floral', 'citrus', 'spicy']","{'Citrus': 1.0, 'Tropical Fruit': 0.0, 'Stone Fruit': 0.0, 'Berry': 0.0, 'Floral': 0.0, 'Grassy': 0.0, 'Herbal': 3.0, 'Spice': 0.0, 'Resin / Pine': 0.0}",5.0,9.4,7.2,5.0,9.2,7.1,1.0,2.0,1.0,21.0,34.0,27.5,0.2,3.9,2.1,,17.0,18.0,17.5,7.0,8.0,7.5,,14.0,18.0,,58.0,59.0,58.5,0.0,1.0,0.5,,,,,,,,
Multihead Hop,Aroma,United States of America (USA),,,"['citrus', 'tropical_fruit', 'peach']",,3.5,4.5,4.0,5.5,8.0,6.8,0.0,1.0,1.0,45.0,45.0,,0.5,1.5,1.0,,,,,,,,Unknown,51.0,53.0,,47.0,49.0,48.0,,,,,,,,,Unknown,,Unknown
Newport Hop,Bittering,United States of America (USA),NWP,,"['wine', 'balsamic', 'citrus', 'earthy']",,10.5,17.0,13.8,5.5,9.1,7.3,1.0,3.0,2.0,36.0,38.0,37.0,1.3,3.6,2.5,,15.0,20.0,17.5,7.0,11.0,9.0,,13.0,33.0,,45.0,55.0,50.0,0.0,1.0,0.5,23.0,0.225,,,,,,
Nobility Blend Hop,Dual,United States of America (USA),,™ BSG,"['lemon', 'orange', 'lemongrass', 'green_tea', 'floral', 'spicy']","{'Citrus': 4.0, 'Tropical Fruit': 1.0, 'Stone Fruit': 1.0, 'Berry': 0.0, 'Floral': 3.0, 'Grassy': 2.0, 'Herbal': 4.0, 'Spice': 2.0, 'Resin / Pine': 2.0}",4.2,4.5,4.4,4.9,5.3,5.1,1.0,1.0,1.0,27.0,27.0,,0.7,0.7,,,22.0,23.0,22.5,26.0,28.0,27.0,,3.0,12.0,,34.0,38.0,36.0,6.0,8.0,7.0,,,,,,,,
Northdown Hop,Dual,United States of America (USA),NOR,,"['floral', 'pine', 'cedar', 'berry', 'spicy']",,7.0,10.0,8.5,4.0,5.5,4.8,1.0,3.0,2.0,24.0,32.0,28.0,1.2,2.5,1.9,,40.0,45.0,42.5,13.0,17.0,15.0,,8.0,24.0,1/61/55,23.0,29.0,26.0,0.0,1.0,0.5,,,,,,,,
Northern Brewer (US) Hop,Bittering,United States of America (USA),NBR,,"['pine', 'woody', 'mint', 'black_pepper']","{'Citrus': 2.0, 'Tropical Fruit': 2.0, 'Stone Fruit': 2.0, 'Berry': 2.0, 'Floral': 2.0, 'Grassy': 0.0, 'Herbal': 3.0, 'Spice': 1.0, 'Resin / Pine': 2.0}",7.0,10.0,8.5,3.0,5.5,4.3,1.0,3.0,2.0,27.0,34.0,30.5,1.0,2.0,1.5,,27.0,31.0,29.0,11.0,15.0,13.0,,8.0,27.0,WFB 135,35.0,45.0,40.0,0.0,1.0,0.5,,,,,,,,
Nugget Hop,Dual,United States of America (USA),NUG,,"['herbal', 'citrus', 'ginger', 'pineapple', 'geranium', 'lychee', 'herbal', 'earthy', 'coconut']","{'Citrus': 1.0, 'Tropical Fruit': 0.0, 'Stone Fruit': 0.0, 'Berry': 0.0, 'Floral': 2.0, 'Grassy': 0.0, 'Herbal': 3.0, 'Spice': 2.0, 'Resin / Pine': 2.0}",9.5,16.0,12.8,3.0,5.8,4.4,2.0,5.0,3.0,22.0,30.0,26.0,0.9,3.3,2.1,,12.0,22.0,17.0,7.0,10.0,8.5,,8.0,33.0,7005-194,48.0,59.0,53.5,0.0,1.0,0.5,25.0,0.2,,,,,0.3,
Old Mission Hop,Aroma,United States of America (USA),,,"['citrus', 'pine', 'spicy', 'herbal', 'black_pepper', 'tart']",,4.33,4.3,,3.7,3.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Unknown,Unknown,,,,
Olympic Hop,Dual,United States of America (USA),OLC,,"['citrus', 'spicy']",,10.6,13.8,12.2,3.8,6.1,5.0,2.0,4.0,3.0,31.0,31.0,,0.86,2.55,1.7,,9.0,13.0,11.0,7.0,12.0,9.5,,19.0,39.0,,45.0,55.0,50.0,0.0,1.0,0.5,,,,,,,,
Pacific Crest Hop,Aroma,United States of America (USA),,™ Yakima Chief Hops,"['noble', 'tobacco', 'earthy', 'grassy', 'floral', 'spicy', 'herbal', 'pine']",,3.9,3.9,,3.0,3.0,,,,,27.0,27.0,,0.5,0.5,,,19.0,21.0,20.0,6.0,10.0,8.0,,13.0,30.0,TRI2302 BLEND,45.0,55.0,50.0,0.0,1.0,0.5,,,,,,,,
Pahto Hop,Bittering,United States of America (USA),PAH,™ Hop Breeding Company,"['neutral', 'herbal', 'earthy', 'clean', 'smooth']","{'Citrus': 0.0, 'Tropical Fruit': 0.0, 'Stone Fruit': 0.0, 'Berry': 0.0, 'Floral': 3.0, 'Grassy': 2.0, 'Herbal': 3.0, 'Spice': 2.0, 'Resin / Pine': 0.0}",17.0,20.0,18.5,4.5,6.0,5.3,3.0,4.0,4.0,26.0,32.0,29.0,1.0,2.5,1.8,,8.0,11.0,9.5,3.0,6.0,4.5,,10.0,31.0,HBC 682,58.0,72.0,65.0,0.0,1.0,0.5,,,,,,,,
Palisade Hop,Dual,United States of America (USA),PAL,® Yakima Chief Ranches,"['orange', 'yogurt', 'honey', 'passion_fruit', 'apricot', 'floral', 'clean']","{'Citrus': 3.0, 'Tropical Fruit': 3.0, 'Stone Fruit': 0.0, 'Berry': 3.0, 'Floral': 2.0, 'Grassy': 0.0, 'Herbal': 1.0, 'Spice': 0.0, 'Resin / Pine': 0.0}",5.5,10.0,7.8,5.5,8.0,6.8,1.0,2.0,1.0,24.0,29.0,26.5,0.8,2.0,1.4,,10.0,20.0,15.0,8.0,16.0,12.0,,8.0,37.0,YCR 4,45.0,55.0,50.0,0.0,1.0,0.5,,,,,,,,
Paradigm Hop,Aroma,United States of America (USA),,™ Great Lakes Hops,"['herbal', 'stone_fruit', 'tropical_fruit', 'spicy', 'melon', 'candy', 'dank', 'papaya', 'mint', 'pear', 'chamomile']",,8.0,11.7,9.9,3.9,6.3,5.1,1.0,3.0,2.0,34.0,35.0,34.5,1.2,2.17,1.7,,4.0,5.0,4.5,3.0,4.0,3.5,,50.0,54.0,GLH-49584,39.0,40.0,39.5,0.0,1.0,0.5,,,,,,,,
Pekko Hop,Dual,United States of America (USA),PEK,® American Dwarf Hop Association,"['pleasant', 'floral', 'citrus', 'mint', 'herbal', 'mellow', 'pineapple', 'thyme', 'cucumber', 'sage', 'lemon']","{'Citrus': 3.0, 'Tropical Fruit': 3.0, 'Stone Fruit': 1.0, 'Berry': 2.0, 'Floral': 4.0, 'Grassy': 0.0, 'Herbal': 4.0, 'Spice': 3.0, 'Resin / Pine': 2.0}",13.0,16.0,14.5,3.5,5.0,4.3,3.0,5.0,4.0,27.0,30.0,28.5,1.0,3.0,2.0,,20.0,28.0,24.0,15.0,20.0,17.5,,21.0,45.0,ADHA-871,20.0,30.0,25.0,0.0,1.0,0.5,,,,,,,,
